STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,EMXP,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,TSNW,Missing,Consecutive Missing,EMXT,Missing,Consecutive Missing,EMNT,Missing,Consecutive Missing,MMXT,Missing,Consecutive Missing,MMNT,Missing,Consecutive Missing,MNTM,Missing,Consecutive Missing
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20020301,123,0,0,677,0,0,280,1,1,155,2,2,-160,2,1,48,2,2,-60,2,1,-4,2,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20020401,164,0,0,763,0,0,76,0,0,300,0,0,-110,0,0,113,0,0,8,0,0,61,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20020501,292,0,0,1475,0,0,0,0,0,260,0,0,-30,0,0,159,0,0,36,0,0,98,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20020601,328,0,0,689,0,0,0,0,0,320,1,1,10,0,0,238,1,1,112,0,0,174,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20020701,322,0,0,945,0,0,0,0,0,340,0,0,50,2,2,282,0,0,143,2,2,213,2,2
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20020801,164,0,0,285,0,0,0,0,0,335,0,0,50,0,0,263,0,0,125,0,0,194,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20020901,114,0,0,318,0,0,0,0,0,335,0,0,10,0,0,248,0,0,109,0,0,178,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20021001,128,0,0,586,0,0,0,0,0,285,0,0,-70,0,0,117,0,0,27,0,0,72,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20021101,220,0,0,667,0,0,297,2,1,155,0,0,-100,0,0,53,0,0,-16,0,0,19,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20021201,50,0,0,262,0,0,180,0,0,70,1,1,-230,1,1,8,1,1,-73,1,1,-29,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20030101,220,0,0,400,0,0,400,4,1,40,0,0,-320,0,0,-55,0,0,-161,0,0,-108,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20030201,190,0,0,520,0,0,380,1,1,70,2,1,-320,0,0,-36,2,1,-165,0,0,-101,2,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20030301,110,0,0,457,0,0,320,0,0,180,2,1,-320,4,1,45,2,1,-69,4,1,-2,4,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20030401,90,0,0,396,0,0,60,2,1,280,1,1,-135,0,0,102,1,1,-27,0,0,38,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20030501,187,0,0,941,0,0,0,0,0,230,0,0,-35,0,0,174,0,0,48,0,0,111,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20030601,210,0,0,549,0,0,0,0,0,340,0,0,10,0,0,230,0,0,96,0,0,163,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20030701,48,0,0,129,0,0,0,0,0,325,8,7,60,7,6,269,8,7,131,7,6,200,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20030801,222,0,0,867,0,0,0,0,0,310,0,0,45,1,1,259,0,0,135,1,1,196,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20030901,314,0,0,1043,0,0,0,0,0,280,0,0,5,0,0,212,0,0,83,0,0,148,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20031001,254,0,0,757,0,0,0,0,0,265,0,0,-35,0,0,129,0,0,22,0,0,75,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20031101,300,0,0,1246,0,0,150,2,1,150,1,1,-90,0,0,74,1,1,-8,0,0,35,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20031201,180,0,0,720,0,0,230,2,2,90,0,0,-185,1,1,18,0,0,-65,1,1,-23,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20040101,110,0,0,470,0,0,470,2,1,115,0,0,-335,0,0,-70,0,0,-176,0,0,-123,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20040201,40,0,0,80,0,0,80,5,2,110,0,0,-285,0,0,-1,0,0,-127,0,0,-64,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20040301,118,0,0,674,0,0,90,1,1,165,0,0,-135,0,0,49,0,0,-38,0,0,6,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20040401,86,0,0,596,0,0,10,1,1,250,0,0,-95,1,1,111,0,0,3,1,1,57,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20040501,322,0,0,1234,0,0,0,0,0,290,0,0,-30,1,1,179,0,0,60,1,1,118,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20040601,122,0,0,562,0,0,0,0,0,310,0,0,5,0,0,227,0,0,89,0,0,158,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20040701,250,0,0,1157,0,0,0,0,0,305,1,1,50,0,0,250,1,1,132,0,0,191,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20040801,173,0,0,390,0,0,0,0,0,280,3,2,25,4,2,236,3,2,113,4,2,178,2,2
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20040901,190,0,0,287,0,0,0,0,0,290,0,0,-15,0,0,231,0,0,86,0,0,158,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20041001,74,0,0,316,0,0,0,0,0,260,4,2,-30,2,1,142,4,2,36,2,1,88,4,2
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20041101,222,0,0,732,0,0,110,1,1,140,0,0,-85,0,0,77,0,0,-12,0,0,32,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20041201,140,0,0,673,0,0,440,3,2,100,0,0,-330,1,1,-10,0,0,-103,1,1,-56,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20050101,234,0,0,386,0,0,240,2,2,150,1,1,-340,1,1,-46,1,1,-152,1,1,-97,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20050201,195,0,0,621,0,0,400,0,0,75,0,0,-265,1,1,-4,0,0,-126,1,1,-65,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20050301,60,0,0,284,0,0,210,0,0,150,0,0,-220,1,1,21,0,0,-98,1,1,-39,1,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20050401,270,0,0,649,0,0,210,0,0,270,0,0,-65,0,0,124,0,0,-11,0,0,57,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20050501,85,0,0,222,0,0,0,0,0,265,0,0,-40,0,0,177,0,0,19,0,0,98,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20050601,204,0,0,470,0,0,0,0,0,340,0,0,45,0,0,274,0,0,136,0,0,205,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20050701,182,0,0,276,0,0,0,0,0,350,4,3,55,3,3,290,4,3,137,3,3,215,4,3
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20060201,177,0,0,482,0,0,85,9,4,80,1,1,-255,1,1,-19,1,1,-116,1,1,-67,2,1
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20060301,37,0,0,37,0,0,0,3,1,205,23,23,-170,24,24,31,23,23,-120,24,24,-54,24,24
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20060401,152,0,0,360,0,0,30,0,0,225,0,0,-85,0,0,135,0,0,-4,0,0,64,0,0
GHCND:CA006157875,SANDFORD SOLETUDE CA,247,44.15,-79.2333,20060501,120,0,0,303,0,0,0,0,0,245,9,9,-20,10,10,170,9,9,31,10,10,100,10,10
GHCND:CA1ON000218,BURLINGTON 3.9 NNE CANWARN CA,146.9,43.4038,-79.7999,20150501,282,0,0,282,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA1ON000218,BURLINGTON 3.9 NNE CANWARN CA,146.9,43.4038,-79.7999,20150601,544,0,0,1383,0,0,0,23,17,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA1ON000218,BURLINGTON 3.9 NNE CANWARN CA,146.9,43.4038,-79.7999,20150701,170,0,0,293,0,0,0,24,24,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA1ON000218,BURLINGTON 3.9 NNE CANWARN CA,146.9,43.4038,-79.7999,20150801,196,0,0,670,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA1ON000218,BURLINGTON 3.9 NNE CANWARN CA,146.9,43.4038,-79.7999,20150901,218,0,0,593,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA1ON000218,BURLINGTON 3.9 NNE CANWARN CA,146.9,43.4038,-79.7999,20151001,376,0,0,908,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA1ON000218,BURLINGTON 3.9 NNE CANWARN CA,146.9,43.4038,-79.7999,20151101,114,0,0,351,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA1ON000218,BURLINGTON 3.9 NNE CANWARN CA,146.9,43.4038,-79.7999,20151201,409,0,0,537,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA1ON000218,BURLINGTON 3.9 NNE CANWARN CA,146.9,43.4038,-79.7999,20160101,0,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA1ON000218,BURLINGTON 3.9 NNE CANWARN CA,146.9,43.4038,-79.7999,20160201,142,0,0,142,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20000101,202,0,0,317,0,0,115,2,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20000201,140,0,0,590,0,0,470,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20000301,110,0,0,370,0,0,80,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20000401,386,0,0,1033,0,0,370,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20000501,550,0,0,1640,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20000601,680,0,0,2285,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20000701,320,0,0,1242,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20000901,220,0,0,715,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20001001,50,0,0,116,0,0,10,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20001101,220,0,0,489,0,0,165,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20001201,300,0,0,1085,0,0,1105,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20010101,50,0,0,220,0,0,285,2,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20010201,270,0,0,955,0,0,535,1,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20010301,300,0,0,570,0,0,510,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20010401,200,0,0,405,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20010501,280,0,0,1005,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20010601,192,0,0,950,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20010701,172,0,0,449,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20010801,140,0,0,494,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20010901,432,0,0,1013,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20011001,386,0,0,1282,0,0,75,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20011101,182,0,0,517,0,0,20,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20011201,130,0,0,440,0,0,260,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20020101,150,0,0,590,0,0,590,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20020201,180,0,0,650,0,0,290,1,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20020301,120,0,0,645,0,0,435,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20020401,230,0,0,1180,0,0,240,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20020501,160,0,0,962,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20020601,170,0,0,690,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20020701,510,0,0,872,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20020801,170,0,0,282,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20020901,450,0,0,862,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20021001,140,0,0,642,0,0,25,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20021101,238,0,0,777,0,0,405,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20021201,190,0,0,420,0,0,370,1,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20030101,100,0,0,495,0,0,495,4,4,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20030201,270,0,0,605,0,0,525,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20030301,200,0,0,585,0,0,355,2,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20030401,140,0,0,330,0,0,170,2,1,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20030501,260,0,0,1055,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20030601,234,0,0,544,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20030701,140,0,0,230,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20030801,200,0,0,868,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20030901,440,0,0,1114,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20031001,300,0,0,883,0,0,0,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20031101,170,0,0,960,0,0,335,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006152833,GLEN HAFFY MONO MILLS CA,434,43.9333,-79.95,20031201,130,0,0,525,0,0,415,2,2,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20000101,110,0,0,386,0,0,125,0,0,115,0,0,-215,0,0,-11,0,0,-87,0,0,-49,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20000201,90,0,0,374,0,0,300,1,1,115,0,0,-190,0,0,13,0,0,-58,0,0,-23,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20000301,90,0,0,250,0,0,90,0,0,205,0,0,-70,0,0,77,0,0,-5,0,0,36,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20000401,202,0,0,709,0,0,40,0,0,195,0,0,-55,0,0,97,0,0,23,0,0,60,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20000501,416,0,0,1214,0,0,0,0,0,255,0,0,20,0,0,170,0,0,81,0,0,125,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20000601,434,0,0,2018,0,0,0,0,0,270,0,0,70,0,0,208,0,0,124,0,0,166,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20000701,158,0,0,697,0,0,0,0,0,270,0,0,100,0,0,230,0,0,152,0,0,191,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20000801,204,0,0,809,0,0,0,0,0,275,0,0,85,0,0,239,0,0,154,0,0,197,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20000901,254,0,0,765,0,0,0,0,0,270,0,0,15,0,0,192,0,0,110,0,0,151,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20001001,54,0,0,232,0,0,0,0,0,210,0,0,-5,0,0,147,0,0,61,0,0,104,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20001101,160,0,0,519,0,0,0,0,0,160,0,0,-110,0,0,74,0,0,11,0,0,42,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20001201,200,0,0,1141,0,0,947,0,0,60,0,0,-180,0,0,-22,0,0,-96,0,0,-59,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20010101,102,0,0,479,0,0,359,0,0,50,0,0,-190,0,0,0,0,0,-62,0,0,-31,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20010201,182,0,0,651,0,0,465,0,0,95,0,0,-150,0,0,4,0,0,-63,0,0,-29,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20010301,184,0,0,536,0,0,352,0,0,120,0,0,-110,0,0,35,0,0,-30,0,0,3,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20010401,88,0,0,338,0,0,0,0,0,245,0,0,-30,0,0,123,0,0,29,0,0,76,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20010501,328,0,0,911,0,0,0,0,0,270,0,0,20,0,0,183,0,0,88,0,0,135,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20010601,176,0,0,440,0,0,0,0,0,310,0,0,60,1,1,229,0,0,138,1,1,183,1,1
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20010701,398,0,0,656,0,0,0,0,0,340,0,0,80,0,0,245,0,0,147,0,0,196,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20010801,61,0,0,153,0,0,0,0,0,360,0,0,110,1,1,269,0,0,168,1,1,219,1,1
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20010901,296,0,0,899,0,0,0,0,0,290,0,0,60,0,0,209,0,0,120,0,0,165,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20011001,328,0,0,1275,0,0,0,0,0,220,0,0,-25,0,0,137,0,0,60,0,0,98,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20011101,192,0,0,830,0,0,0,0,0,150,0,0,-10,0,0,100,0,0,34,0,0,67,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20011201,110,0,0,566,0,0,140,0,0,140,0,0,-110,0,0,50,0,0,-9,0,0,21,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20020101,90,0,0,335,0,0,122,0,0,90,0,0,-110,1,1,33,0,0,-26,1,1,3,1,1
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20020201,112,0,0,343,0,0,60,0,0,105,0,0,-170,0,0,31,0,0,-51,0,0,-10,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20020301,230,0,0,941,0,0,230,0,0,125,0,0,-110,0,0,43,0,0,-27,0,0,8,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20020401,180,0,0,1021,0,0,60,0,0,255,0,0,-65,0,0,109,0,0,27,0,0,68,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20020501,138,0,0,889,0,0,0,0,0,255,0,0,0,0,0,153,0,0,57,0,0,105,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20020601,130,0,0,483,0,0,0,0,0,325,0,0,70,0,0,221,0,0,136,0,0,179,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20020701,450,0,0,1071,0,0,0,0,0,340,0,0,110,1,1,274,0,0,168,1,1,222,1,1
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20020801,136,0,0,190,0,0,0,0,0,300,2,2,120,2,1,258,2,2,166,2,1,213,3,2
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20020901,326,0,0,652,0,0,0,0,0,305,1,1,60,1,1,239,1,1,141,1,1,192,2,1
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20021001,178,0,0,752,0,0,0,0,0,240,0,0,-40,0,0,127,0,0,59,0,0,93,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20021101,218,0,0,589,0,0,100,0,0,150,0,0,-65,1,1,68,0,0,6,1,1,37,1,1
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20021201,60,0,0,250,0,0,80,0,0,90,0,0,-160,2,2,21,0,0,-44,2,2,-13,2,2
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20030101,126,0,0,506,0,0,486,0,0,55,0,0,-230,1,1,-37,0,0,-107,1,1,-72,1,1
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20030201,154,0,0,509,0,0,315,0,0,50,0,0,-220,0,0,-28,0,0,-102,0,0,-65,0,0
GHCND:CA006155878,OSHAWA WPCP CA,84,43.8667,-78.8333,20030301,110,0,0,678,0,0,372,0,0,150,1,1,-240,0,0,41,1,1,-47,0,0,-1,1,1
