STATION,STATION_NAME,DATE,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:CA006157012,RICHMOND HILL CA,19890901,238,0,612,0,285,-15,207,106,157
GHCND:CA006157012,RICHMOND HILL CA,19891001,204,-9999,906,6,245,-15,148,46,97
GHCND:CA006157012,RICHMOND HILL CA,19891101,306,50,1088,122,165,-145,52,-25,14
GHCND:CA006157012,RICHMOND HILL CA,19891201,126,280,524,502,35,-260,-61,-147,-104
GHCND:CA006157012,RICHMOND HILL CA,19900101,88,190,528,256,90,-155,20,-55,-17
GHCND:CA006157012,RICHMOND HILL CA,19900201,320,150,890,390,105,-230,1,-83,-41
GHCND:CA006157012,RICHMOND HILL CA,19900301,246,110,598,166,215,-155,52,-39,7
GHCND:CA006157012,RICHMOND HILL CA,19900401,192,30,676,138,310,-60,137,32,84
GHCND:CA006157012,RICHMOND HILL CA,19900501,144,-9999,734,0,255,-5,174,66,120
GHCND:CA006157012,RICHMOND HILL CA,19900601,240,0,1136,0,310,55,239,133,186
GHCND:CA006157012,RICHMOND HILL CA,19900701,146,0,600,0,340,110,262,156,209
GHCND:CA006157012,RICHMOND HILL CA,19900801,540,0,1162,0,300,105,256,152,204
GHCND:CA006157012,RICHMOND HILL CA,19900901,200,0,656,0,290,30,200,107,153
GHCND:CA006157012,RICHMOND HILL CA,19901001,316,0,1230,2,255,-40,138,46,92
GHCND:CA006157012,RICHMOND HILL CA,19901101,214,80,640,134,215,-70,87,-5,41
GHCND:CA006157012,RICHMOND HILL CA,19901201,332,160,1182,394,115,-165,19,-57,-19
GHCND:CA006157012,RICHMOND HILL CA,19910101,148,190,466,356,60,-210,-25,-104,-64
GHCND:CA006157012,RICHMOND HILL CA,19910201,102,160,356,310,105,-225,13,-73,-30
GHCND:CA006157012,RICHMOND HILL CA,19910301,264,60,1118,108,170,-125,54,-33,10
GHCND:CA006157012,RICHMOND HILL CA,19910401,292,20,1224,46,275,-65,136,37,87
GHCND:CA006157012,RICHMOND HILL CA,19910501,116,0,738,0,305,5,227,107,167
GHCND:CA006157012,RICHMOND HILL CA,19910601,146,0,278,0,330,55,267,143,205
GHCND:CA006157012,RICHMOND HILL CA,19910701,208,0,985,0,345,105,275,160,217
GHCND:CA006157012,RICHMOND HILL CA,19910801,136,0,442,0,340,110,269,163,216
GHCND:CA006157012,RICHMOND HILL CA,19910901,104,0,422,0,315,-5,209,97,153
GHCND:CA006157012,RICHMOND HILL CA,19911001,142,0,656,0,250,-30,151,55,103
GHCND:CA006157012,RICHMOND HILL CA,19911101,144,140,658,158,175,-100,57,-14,21
GHCND:CA006157012,RICHMOND HILL CA,19911201,154,200,596,400,120,-200,12,-68,-28
GHCND:CA006157012,RICHMOND HILL CA,19920101,156,190,540,298,60,-255,-14,-86,-50
GHCND:CA006157012,RICHMOND HILL CA,19920201,182,220,582,216,50,-225,-3,-85,-44
GHCND:CA006157012,RICHMOND HILL CA,19920301,78,150,398,148,120,-170,31,-65,-17
GHCND:CA006157012,RICHMOND HILL CA,19920401,314,20,1096,38,190,-70,102,10,56
GHCND:CA006157012,RICHMOND HILL CA,19920601,92,0,416,0,300,45,225,109,167
GHCND:CA006157012,RICHMOND HILL CA,19920701,240,0,1402,0,270,75,225,129,177
GHCND:CA006157012,RICHMOND HILL CA,19920801,516,0,1298,0,295,80,230,128,179
GHCND:CA006157012,RICHMOND HILL CA,19920901,398,0,1136,0,275,10,200,100,150
GHCND:CA006157012,RICHMOND HILL CA,19921001,154,0,664,92,245,-55,123,24,74
GHCND:CA006157012,RICHMOND HILL CA,19921101,330,120,1314,174,140,-80,54,-5,25
GHCND:CA006157012,RICHMOND HILL CA,19921201,404,450,924,708,80,-165,12,-53,-20
GHCND:CA006157012,RICHMOND HILL CA,19930101,216,190,864,362,105,-160,-7,-79,-43
GHCND:CA006157012,RICHMOND HILL CA,19930201,180,330,424,424,50,-230,-38,-134,-86
GHCND:CA006157012,RICHMOND HILL CA,19930301,110,340,456,352,170,-195,29,-64,-18
GHCND:CA006157012,RICHMOND HILL CA,19930401,142,10,746,16,200,-30,120,18,69
GHCND:CA006157012,RICHMOND HILL CA,19930501,172,0,530,0,300,-5,187,67,127
GHCND:CA006157012,RICHMOND HILL CA,19930601,246,0,1338,0,285,50,228,118,173
GHCND:CA006157012,RICHMOND HILL CA,19930701,208,0,602,0,320,120,270,163,216
GHCND:CA006157012,RICHMOND HILL CA,19930801,192,0,477,0,335,90,270,157,213
GHCND:CA006157012,RICHMOND HILL CA,19930901,150,0,578,0,290,-5,187,90,139
GHCND:CA006157012,RICHMOND HILL CA,19931001,248,0,754,4,260,-40,126,27,76
GHCND:CA006157012,RICHMOND HILL CA,19931101,418,20,704,34,145,-120,61,-14,23
GHCND:CA006157012,RICHMOND HILL CA,19931201,60,40,326,118,100,-235,6,-68,-31
GHCND:CA006157012,RICHMOND HILL CA,19940101,208,300,840,564,35,-310,-80,-171,-126
GHCND:CA006157012,RICHMOND HILL CA,19940201,50,330,190,188,125,-240,-37,-131,-84
GHCND:CA006157012,RICHMOND HILL CA,19940301,144,180,500,344,155,-130,36,-53,-9
GHCND:CA006157012,RICHMOND HILL CA,19940401,138,120,960,176,255,-60,132,15,73
GHCND:CA006157012,RICHMOND HILL CA,19940501,244,0,796,0,305,-15,176,60,118
GHCND:CA006157012,RICHMOND HILL CA,19940601,152,0,458,0,350,50,250,135,193
GHCND:CA006157012,RICHMOND HILL CA,19940701,414,0,1230,0,320,110,270,161,215
GHCND:CA006157012,RICHMOND HILL CA,19940801,82,0,242,0,295,90,241,138,189
GHCND:CA006157012,RICHMOND HILL CA,19940901,142,0,630,0,290,50,212,110,161
GHCND:CA006157012,RICHMOND HILL CA,19941001,128,0,376,0,225,-15,152,47,99
GHCND:CA006157012,RICHMOND HILL CA,19941101,128,30,764,102,170,-105,90,11,50
GHCND:CA006157012,RICHMOND HILL CA,19941201,156,190,604,302,105,-200,29,-43,-7
GHCND:CA006157012,RICHMOND HILL CA,19950101,328,160,1264,284,120,-175,-5,-67,-36
GHCND:CA006157012,RICHMOND HILL CA,19950201,70,110,252,178,75,-245,-36,-125,-80
GHCND:CA006157012,RICHMOND HILL CA,19950301,242,90,464,138,220,-155,75,-37,19
GHCND:CA006157012,RICHMOND HILL CA,19950401,274,20,766,36,160,-100,85,-6,39
GHCND:CA006157012,RICHMOND HILL CA,19950501,212,0,860,0,275,25,192,77,135
GHCND:CA006157012,RICHMOND HILL CA,19950601,306,0,740,0,350,75,259,146,202
GHCND:CA006157012,RICHMOND HILL CA,19950701,676,0,1450,0,355,75,270,165,217
GHCND:CA006157012,RICHMOND HILL CA,19950801,276,0,814,0,330,80,271,167,219
GHCND:CA006157012,RICHMOND HILL CA,19950901,130,0,464,0,285,30,195,84,140
GHCND:CA006157012,RICHMOND HILL CA,19951001,540,0,1388,0,270,-10,147,62,105
GHCND:CA006157012,RICHMOND HILL CA,19951101,330,140,1476,480,180,-110,32,-27,2
GHCND:CA006157012,RICHMOND HILL CA,19951201,92,210,450,362,40,-175,-22,-89,-55
GHCND:CA006157012,RICHMOND HILL CA,19960101,218,250,766,200,105,-230,-28,-116,-72
GHCND:CA006157012,RICHMOND HILL CA,19960201,106,100,456,154,90,-230,-19,-100,-59
GHCND:CA006157012,RICHMOND HILL CA,19960301,122,180,456,420,145,-190,25,-75,-25
GHCND:CA006157012,RICHMOND HILL CA,19960401,190,80,1006,152,210,-65,88,-2,43
GHCND:CA006157012,RICHMOND HILL CA,19960501,430,0,990,0,295,-15,178,63,121
GHCND:CA006157012,RICHMOND HILL CA,19960601,248,0,1100,0,310,80,232,144,188
GHCND:CA006157012,RICHMOND HILL CA,19960701,484,0,2104,0,295,100,248,149,199
GHCND:CA006157012,RICHMOND HILL CA,19960801,116,0,374,0,310,110,263,153,208
GHCND:CA006157012,RICHMOND HILL CA,19960901,640,0,1718,0,285,25,206,119,163
GHCND:CA006157012,RICHMOND HILL CA,19961001,234,0,666,0,235,-30,130,47,88
GHCND:CA006157012,RICHMOND HILL CA,19961101,154,40,412,124,175,-105,41,-27,7
GHCND:CA006157012,RICHMOND HILL CA,19961201,210,140,1084,384,110,-140,18,-33,-7
GHCND:CA006157012,RICHMOND HILL CA,19970101,118,190,730,532,85,-260,-27,-114,-70
GHCND:CA006157012,RICHMOND HILL CA,19970201,194,290,876,252,100,-210,7,-83,-38
GHCND:CA006157012,RICHMOND HILL CA,19970301,168,220,814,500,150,-145,25,-58,-16
GHCND:CA006157012,RICHMOND HILL CA,19970401,86,20,298,106,235,-110,112,5,58
GHCND:CA006157012,RICHMOND HILL CA,19970501,238,0,742,0,225,-15,150,45,97
GHCND:CA006157012,RICHMOND HILL CA,19970601,220,0,688,0,305,80,261,141,201
GHCND:CA006157012,RICHMOND HILL CA,19970701,182,0,662,0,330,85,261,150,206
GHCND:CA006157012,RICHMOND HILL CA,19970801,240,0,684,0,305,95,237,136,186
GHCND:CA006157012,RICHMOND HILL CA,19970901,118,0,608,0,275,10,204,105,154
GHCND:CA006157012,RICHMOND HILL CA,19971001,286,30,482,76,255,-25,140,44,92
GHCND:CA006157012,RICHMOND HILL CA,19971101,208,130,538,178,130,-85,52,-13,19
GHCND:CA006157012,RICHMOND HILL CA,19971201,92,80,372,206,100,-190,17,-44,-13
GHCND:CA006157012,RICHMOND HILL CA,19980101,206,160,856,274,100,-175,0,-63,-31
GHCND:CA006157012,RICHMOND HILL CA,19980201,314,150,556,52,95,-145,32,-44,-6
GHCND:CA006157012,RICHMOND HILL CA,19980301,184,200,1062,382,255,-160,60,-24,18
GHCND:CA006157012,RICHMOND HILL CA,19980401,392,0,606,0,220,-25,147,29,88
GHCND:CA006157012,RICHMOND HILL CA,19980501,296,0,610,0,300,55,228,120,174
GHCND:CA006157012,RICHMOND HILL CA,19980601,165,0,685,0,315,30,241,133,187
GHCND:CA006157012,RICHMOND HILL CA,19980701,228,0,432,0,335,115,266,160,213
GHCND:CA006157012,RICHMOND HILL CA,19980801,340,0,850,0,310,90,268,162,215
GHCND:CA006157012,RICHMOND HILL CA,19980901,110,0,508,0,315,30,234,121,178
GHCND:CA006157012,RICHMOND HILL CA,19981001,208,0,267,0,220,-10,153,56,104
GHCND:CA006157012,RICHMOND HILL CA,19981101,144,20,426,96,180,-65,77,6,41
GHCND:CA006157012,RICHMOND HILL CA,19981201,376,50,674,122,160,-195,41,-43,-1
GHCND:CA006157012,RICHMOND HILL CA,19990101,224,520,1038,724,80,-265,-28,-108,-68
GHCND:CA006157012,RICHMOND HILL CA,19990201,102,220,330,54,115,-175,20,-63,-21
GHCND:CA006157012,RICHMOND HILL CA,19990301,70,220,232,230,210,-180,47,-50,-2
GHCND:CA006157012,RICHMOND HILL CA,19990401,186,0,474,6,220,-20,134,27,81
GHCND:CA006157012,RICHMOND HILL CA,19990501,190,0,694,0,320,20,217,92,155
GHCND:CA006157012,RICHMOND HILL CA,19990601,496,0,924,0,325,70,254,145,200
GHCND:CA006157012,RICHMOND HILL CA,19990701,270,0,666,0,340,115,288,173,231
GHCND:CA006157012,RICHMOND HILL CA,19990801,176,0,622,0,310,85,245,145,195
GHCND:CA006157012,RICHMOND HILL CA,19990901,526,0,1234,0,320,20,227,120,173
GHCND:CA006157012,RICHMOND HILL CA,19991001,516,0,848,10,220,-30,135,41,88
GHCND:CA006157012,RICHMOND HILL CA,19991101,500,50,862,70,220,-70,88,9,49
GHCND:CA006157012,RICHMOND HILL CA,19991201,86,30,294,94,130,-160,26,-52,-13
GHCND:CA006157012,RICHMOND HILL CA,20000101,88,90,332,184,110,-240,-18,-109,-64
GHCND:CA006157012,RICHMOND HILL CA,20000201,94,320,528,428,145,-195,12,-75,-31
GHCND:CA006157012,RICHMOND HILL CA,20000301,76,80,368,128,230,-85,90,-11,40
GHCND:CA006157012,RICHMOND HILL CA,20000401,394,60,940,158,240,-60,112,16,64
GHCND:CA006157012,RICHMOND HILL CA,20000501,636,0,1534,0,300,10,194,89,142
GHCND:CA006157012,RICHMOND HILL CA,20000601,434,0,1621,0,315,70,232,126,179
GHCND:CA006157012,RICHMOND HILL CA,20000701,304,0,1020,0,280,90,244,148,196
GHCND:CA006157012,RICHMOND HILL CA,20000801,512,0,1200,0,295,70,248,147,198
GHCND:CA006157012,RICHMOND HILL CA,20000901,280,0,800,0,300,0,201,99,150
GHCND:CA006157012,RICHMOND HILL CA,20001001,50,0,200,0,230,-15,155,56,106
GHCND:CA006157012,RICHMOND HILL CA,20001101,212,50,586,78,205,-140,65,-5,30
GHCND:CA006157012,RICHMOND HILL CA,20001201,282,420,974,860,50,-200,-36,-115,-75
GHCND:CA006157012,RICHMOND HILL CA,20010101,98,400,414,280,55,-215,-9,-80,-45
GHCND:CA006157012,RICHMOND HILL CA,20010201,292,490,792,470,130,-170,-5,-82,-43
GHCND:CA006157012,RICHMOND HILL CA,20010301,202,540,484,370,95,-135,28,-47,-10
GHCND:CA006157012,RICHMOND HILL CA,20010401,94,80,378,0,265,-45,136,23,79
GHCND:CA006157012,RICHMOND HILL CA,20010501,380,0,972,0,300,15,200,90,145
GHCND:CA006157012,RICHMOND HILL CA,20010601,234,0,872,0,320,65,250,139,194
GHCND:CA006157012,RICHMOND HILL CA,20010701,202,0,392,0,320,65,252,149,200
GHCND:CA006157012,RICHMOND HILL CA,20010801,311,0,564,0,365,115,282,166,223
GHCND:CA006157012,RICHMOND HILL CA,20010901,190,0,530,0,305,35,212,106,159
GHCND:CA006157012,RICHMOND HILL CA,20011001,234,0,1018,0,265,-30,142,55,99
GHCND:CA006157012,RICHMOND HILL CA,20011101,230,0,941,8,190,-30,106,26,66
GHCND:CA006157012,RICHMOND HILL CA,20011201,100,90,471,126,175,-95,41,-24,9
GHCND:CA006157012,RICHMOND HILL CA,20020101,156,120,486,438,105,-150,20,-45,-12
GHCND:CA006157012,RICHMOND HILL CA,20020201,130,170,448,122,135,-175,21,-72,-26
GHCND:CA006157012,RICHMOND HILL CA,20020301,164,130,706,320,185,-130,44,-47,-1
GHCND:CA006157012,RICHMOND HILL CA,20020401,172,50,914,232,300,-85,117,24,70
GHCND:CA006157012,RICHMOND HILL CA,20020501,256,0,1010,0,280,-15,164,53,109
GHCND:CA006157012,RICHMOND HILL CA,20020601,110,0,452,0,320,55,242,134,188
GHCND:CA006157012,RICHMOND HILL CA,20020701,658,0,1252,0,345,105,290,176,233
GHCND:CA006157012,RICHMOND HILL CA,20020801,192,0,320,0,340,110,270,160,215
GHCND:CA006157012,RICHMOND HILL CA,20020901,412,0,968,0,340,65,250,134,192
GHCND:CA006157012,RICHMOND HILL CA,20021001,102,0,458,0,290,-45,121,44,82
GHCND:CA006157012,RICHMOND HILL CA,20021101,262,150,712,380,160,-80,55,-13,21
GHCND:CA006157012,RICHMOND HILL CA,20021201,76,80,284,198,75,-190,6,-62,-29
GHCND:CA006157012,RICHMOND HILL CA,20030101,102,230,512,512,45,-250,-49,-132,-91
GHCND:CA006157012,RICHMOND HILL CA,20030201,226,350,512,358,70,-245,-30,-124,-77
GHCND:CA006157012,RICHMOND HILL CA,20030301,124,470,584,304,190,-270,43,-63,-10
GHCND:CA006157012,RICHMOND HILL CA,20030401,216,80,610,112,280,-115,105,-5,50
GHCND:CA006157012,RICHMOND HILL CA,20030501,302,0,1258,0,240,15,174,73,124
GHCND:CA006157012,RICHMOND HILL CA,20030601,323,0,835,0,340,50,240,130,185
GHCND:CA006157012,RICHMOND HILL CA,20030701,90,0,518,0,315,110,264,156,210
GHCND:CA006157012,RICHMOND HILL CA,20030801,278,0,772,0,320,95,266,165,215
GHCND:CA006157012,RICHMOND HILL CA,20030901,336,0,1154,0,285,25,215,112,164
GHCND:CA006157012,RICHMOND HILL CA,20031001,206,0,640,0,270,-15,134,37,86
GHCND:CA006157012,RICHMOND HILL CA,20031101,318,90,1384,178,140,-75,76,5,41
GHCND:CA006157012,RICHMOND HILL CA,20031201,182,70,648,180,100,-125,26,-45,-9
GHCND:CA006157012,RICHMOND HILL CA,20040101,74,300,634,586,120,-255,-60,-144,-104
GHCND:CA006157012,RICHMOND HILL CA,20040201,72,380,346,308,115,-215,9,-87,-39
GHCND:CA006157012,RICHMOND HILL CA,20040301,120,270,700,148,175,-115,55,-23,16
GHCND:CA006157012,RICHMOND HILL CA,20040401,98,20,694,64,250,-85,121,15,68
GHCND:CA006157012,RICHMOND HILL CA,20040501,232,0,954,0,300,-20,189,78,135
GHCND:CA006157012,RICHMOND HILL CA,20040601,114,0,456,0,320,60,233,114,174
GHCND:CA006157012,RICHMOND HILL CA,20040701,272,0,1116,0,305,105,254,157,205
GHCND:CA006157012,RICHMOND HILL CA,20040801,250,0,874,0,285,70,237,140,189
GHCND:CA006157012,RICHMOND HILL CA,20040901,176,0,240,0,295,45,239,122,180
GHCND:CA006157012,RICHMOND HILL CA,20041001,68,0,244,0,270,10,145,61,103
GHCND:CA006157012,RICHMOND HILL CA,20041101,142,20,740,30,145,-60,85,6,45
GHCND:CA006157012,RICHMOND HILL CA,20041201,170,240,912,470,100,-270,-1,-76,-39
GHCND:CA006157012,RICHMOND HILL CA,20050101,148,240,730,450,145,-255,-31,-116,-74
GHCND:CA006157012,RICHMOND HILL CA,20050201,160,250,740,388,75,-160,7,-84,-38
GHCND:CA006157012,RICHMOND HILL CA,20050301,52,300,316,244,150,-160,36,-62,-13
GHCND:CA006157012,RICHMOND HILL CA,20050401,258,80,1030,146,280,-15,135,23,79
GHCND:CA006157012,RICHMOND HILL CA,20050501,120,0,276,28,260,-15,179,57,118
GHCND:CA006157012,RICHMOND HILL CA,20050601,273,0,597,0,340,85,280,166,223
GHCND:CA006157012,RICHMOND HILL CA,20050701,66,0,272,0,360,105,295,181,238
GHCND:CA006157012,RICHMOND HILL CA,20050801,736,0,1328,0,340,120,274,166,220
GHCND:CA006157012,RICHMOND HILL CA,20050901,388,0,1182,0,315,55,240,129,184
GHCND:CA006157012,RICHMOND HILL CA,20051001,176,0,384,0,270,-10,150,67,109
GHCND:CA006157012,RICHMOND HILL CA,20051101,288,120,1192,208,200,-140,83,3,43
GHCND:CA006157012,RICHMOND HILL CA,20051201,170,220,656,480,45,-170,-11,-65,-38
GHCND:CA006157012,RICHMOND HILL CA,20060101,264,100,834,158,100,-155,27,-44,-9
GHCND:CA006157012,RICHMOND HILL CA,20060201,243,190,1157,590,70,-170,-8,-86,-47
GHCND:CA006157012,RICHMOND HILL CA,20060301,104,180,555,30,205,-125,58,-41,9
GHCND:CA006157012,RICHMOND HILL CA,20060401,348,0,770,8,250,-50,142,25,83
GHCND:CA006157012,RICHMOND HILL CA,20060501,284,0,802,0,345,-10,205,83,144
GHCND:CA006157012,RICHMOND HILL CA,20060601,172,0,474,0,335,70,248,141,195
GHCND:CA006157012,RICHMOND HILL CA,20060701,292,0,775,0,355,110,288,176,232
GHCND:CA006157012,RICHMOND HILL CA,20060801,182,0,508,0,370,95,265,157,211
GHCND:CA006157012,RICHMOND HILL CA,20060901,176,0,1192,0,275,35,195,110,152
GHCND:CA006157012,RICHMOND HILL CA,20061001,322,0,1276,0,260,-25,130,41,86
GHCND:CA006157012,RICHMOND HILL CA,20061101,274,0,854,0,150,-55,86,11,49
GHCND:CA006157012,RICHMOND HILL CA,20061201,212,20,610,64,135,-150,46,-21,13
GHCND:CA006157012,RICHMOND HILL CA,20110101,94,220,570,466,110,-225,-36,-109,-72
GHCND:CA006157012,RICHMOND HILL CA,20110201,142,370,668,512,95,-180,-12,-98,-55
GHCND:CA006157012,RICHMOND HILL CA,20110301,239,170,1063,272,140,-155,33,-51,-9
GHCND:CA006157012,RICHMOND HILL CA,20110401,140,20,884,48,230,-35,124,21,72
GHCND:CA006157012,RICHMOND HILL CA,20110501,290,0,1166,0,330,30,192,96,144
GHCND:CA006157012,RICHMOND HILL CA,20110601,282,0,1258,0,335,75,243,142,192
GHCND:CA006157012,RICHMOND HILL CA,20110701,142,0,364,0,365,140,300,183,241
GHCND:CA006157012,RICHMOND HILL CA,20110801,214,0,893,0,310,115,269,163,216
GHCND:CA006157012,RICHMOND HILL CA,20110901,288,0,965,0,305,50,222,129,175
GHCND:CA006157012,RICHMOND HILL CA,20111101,382,0,934,20,185,-45,103,22,62
GHCND:CA006157012,RICHMOND HILL CA,20111201,122,90,588,240,125,-155,32,-39,-3
GHCND:CA006157012,RICHMOND HILL CA,20120101,102,80,586,232,100,-180,9,-60,-26
GHCND:CA006157012,RICHMOND HILL CA,20120201,114,90,476,376,80,-140,25,-48,-12
GHCND:CA006157012,RICHMOND HILL CA,20120301,64,70,254,38,275,-155,125,9,67
GHCND:CA006157012,RICHMOND HILL CA,20120401,160,0,522,54,250,-30,125,16,71
GHCND:CA006157012,RICHMOND HILL CA,20120501,234,0,450,0,330,40,229,105,167
GHCND:CA006157012,RICHMOND HILL CA,20120601,306,0,884,0,340,90,260,148,204
GHCND:CA006157012,RICHMOND HILL CA,20120701,494,0,1653,0,355,130,296,179,238
GHCND:CA006157012,RICHMOND HILL CA,20120801,244,0,820,0,330,100,267,158,212
GHCND:CA006157012,RICHMOND HILL CA,20120901,470,0,1520,0,295,30,217,106,161
GHCND:CA006157012,RICHMOND HILL CA,20121001,154,0,1201,0,235,-25,138,61,99
GHCND:CA006157012,RICHMOND HILL CA,20121101,96,0,156,6,180,-70,70,-6,32
GHCND:CA006157012,RICHMOND HILL CA,20121201,116,120,719,230,145,-105,31,-33,-1
GHCND:CA006157012,RICHMOND HILL CA,20130101,190,140,682,188,130,-215,4,-70,-33
GHCND:CA006157012,RICHMOND HILL CA,20130201,216,350,976,814,60,-190,-13,-87,-50
GHCND:CA006157012,RICHMOND HILL CA,20130301,112,280,322,154,130,-110,39,-42,-1
GHCND:CA006157012,RICHMOND HILL CA,20130401,178,20,994,70,235,-70,110,10,60
GHCND:CA006157012,RICHMOND HILL CA,20130501,358,0,860,4,305,5,218,89,153
GHCND:CA006157012,RICHMOND HILL CA,20130601,450,0,1434,0,325,60,235,139,187
GHCND:CA006157012,RICHMOND HILL CA,20130701,544,0,1694,0,345,115,270,170,220
GHCND:CA006157012,RICHMOND HILL CA,20130801,468,0,996,0,310,105,263,151,207
GHCND:CA006157012,RICHMOND HILL CA,20130901,294,0,950,0,340,35,210,107,158
GHCND:CA006157012,RICHMOND HILL CA,20131001,122,0,976,0,250,-35,151,63,107
GHCND:CA006157012,RICHMOND HILL CA,20131101,110,40,436,104,150,-145,58,-22,18
GHCND:CA006157012,RICHMOND HILL CA,20131201,240,210,806,406,150,-195,-18,-80,-49
GHCND:CA006157012,RICHMOND HILL CA,20140101,146,380,656,488,65,-260,-53,-135,-94
GHCND:CA006157012,RICHMOND HILL CA,20140201,182,530,686,530,75,-220,-36,-123,-80
