STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18400301,-9999,-9999,-9999,-9999,150,-128,52,-29,12
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18400401,-9999,-9999,-9999,-9999,206,-39,111,23,67
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18400501,445,-9999,1058,0,244,-6,172,76,124
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18400601,389,-9999,1236,0,267,28,206,108,157
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18400701,480,-9999,1344,0,278,83,245,145,195
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18400801,229,-9999,739,0,278,89,238,141,189
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18400901,318,-9999,351,0,233,-11,179,72,125
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18401001,89,-9999,479,0,228,-50,125,22,74
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18401101,-9999,-9999,-9999,-9999,139,-94,56,-15,21
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18401201,-9999,-9999,-9999,-9999,56,-228,-10,-88,-49
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18410101,-9999,-9999,-9999,-9999,56,-211,-6,-83,-44
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18410201,-9999,-9999,-9999,-9999,67,-183,-12,-97,-55
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18410301,-9999,-9999,-9999,-9999,128,-167,22,-67,-23
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18410401,-9999,-9999,-9999,-9999,183,-67,88,-2,43
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18410501,315,-9999,593,0,256,-28,166,52,109
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18410601,127,-9999,392,0,339,72,253,134,193
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18410701,508,-9999,2069,0,317,44,258,126,192
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18410801,594,-9999,1566,0,294,78,242,131,186
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18410901,267,-9999,847,0,267,11,205,117,161
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18411001,-9999,-9999,-9999,-9999,156,-61,101,13,57
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18411101,-9999,-9999,-9999,-9999,178,-128,47,-22,13
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18411201,-9999,-9999,-9999,-9999,78,-161,11,-51,-20
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18420101,-9999,-9999,-9999,-9999,94,-167,19,-76,-28
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18420201,-9999,-9999,-9999,-9999,100,-161,18,-61,-21
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18420301,-9999,-9999,-9999,-9999,211,-94,70,-16,27
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18420401,361,-9999,747,0,322,-22,117,22,70
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18420501,84,-9999,168,0,239,-28,161,43,102
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18420601,325,-9999,1315,0,267,-22,204,86,145
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18420701,330,-9999,775,0,328,61,254,118,186
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18420801,419,-9999,635,0,278,67,250,140,195
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18420901,64,-9999,222,0,289,-22,188,87,138
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18421001,546,-9999,1029,0,206,-22,126,29,78
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18421101,-9999,-9999,-9999,-9999,139,-133,47,-26,10
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18421201,-9999,-9999,-9999,-9999,50,-161,0,-76,-38
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18430101,-9999,-9999,-9999,-9999,128,-167,14,-56,-21
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18430201,-9999,-9999,-9999,-9999,39,-228,-44,-127,-85
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18430301,-9999,-9999,-9999,-9999,44,-194,-10,-105,-58
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18430401,-9999,-9999,-9999,-9999,222,-94,96,6,51
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18430501,188,-9999,398,0,267,-17,164,51,108
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18430601,310,-9999,1172,0,283,-22,203,92,147
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18430701,429,-9999,1171,0,306,39,255,125,190
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18430801,826,-9999,1235,0,283,67,254,133,194
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18430901,879,-9999,2483,0,317,0,213,114,163
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18431001,-9999,-9999,-9999,-9999,200,-44,103,24,64
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18431101,-9999,-9999,-9999,-9999,117,-100,38,-25,6
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18431201,-9999,-9999,-9999,-9999,94,-161,20,-34,-7
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18440101,-9999,-9999,-9999,-9999,72,-217,-25,-104,-65
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18440201,-9999,-9999,-9999,-9999,89,-172,7,-79,-36
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18440301,-9999,-9999,-9999,-9999,106,-122,42,-39,2
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18440401,99,-9999,389,0,239,-94,150,35,93
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18440501,302,-9999,1447,0,256,-17,190,73,132
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18440601,188,-9999,640,0,283,6,218,104,161
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18440701,201,-9999,720,0,306,44,259,131,195
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18440801,155,-9999,511,0,306,67,238,129,184
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18440901,30,-9999,58,0,278,-22,210,95,153
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18441001,-9999,-9999,-9999,-9999,222,-89,112,20,66
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18441101,-9999,-9999,-9999,-9999,133,-111,57,-20,19
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18441201,-9999,-9999,-9999,-9999,106,-167,18,-60,-21
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18450101,-9999,-9999,-9999,-9999,78,-178,7,-71,-32
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18450201,-9999,-9999,-9999,-9999,94,-200,4,-74,-35
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18450301,-9999,-9999,-9999,-9999,172,-139,61,-29,16
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18450401,-9999,-9999,-9999,-9999,194,-89,107,8,57
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18450501,173,-9999,509,0,256,-22,164,41,102
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18450601,318,-9999,1109,0,294,39,218,100,159
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18450701,193,-9999,529,0,350,78,255,130,192
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18450801,117,-9999,439,0,294,56,253,134,194
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18450901,259,-9999,1568,0,267,11,184,71,127
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18451001,165,-9999,450,0,178,-67,126,24,75
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18451101,-9999,-9999,-9999,-9999,156,-133,61,-9,26
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18451201,-9999,-9999,-9999,-9999,44,-189,-24,-101,-63
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18460101,183,-9999,749,151,67,-183,1,-76,-38
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18460201,457,-9999,1171,1171,56,-272,-22,-127,-74
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18460301,180,-9999,557,58,100,-133,39,-44,-3
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18460401,155,-9999,366,33,278,-44,110,19,65
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18460501,483,-9999,1115,0,267,6,181,81,131
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18460601,196,-9999,493,0,289,39,224,122,173
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18460701,378,-9999,737,0,350,72,261,146,203
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18460801,140,-9999,454,0,300,100,248,149,199
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18460901,457,-9999,1171,0,289,28,218,127,173
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18461001,137,-9999,329,0,211,-61,112,32,72
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18461101,-9999,-9999,-9999,-9999,133,-78,77,24,51
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18461201,-9999,-9999,-9999,-9999,94,-156,2,-58,-28
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18470101,279,-9999,734,191,56,-194,-21,-85,-53
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18470201,152,-9999,833,693,50,-183,-22,-90,-56
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18470301,102,-9999,326,107,67,-144,4,-69,-33
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18470401,272,-9999,833,102,183,-128,72,-6,33
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18470501,119,-9999,523,0,222,-28,162,67,114
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18470601,132,-9999,674,0,256,28,188,100,144
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18470701,241,-9999,853,0,306,61,250,147,199
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18470801,201,-9999,555,0,283,72,227,128,177
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18470901,673,-9999,1698,0,239,17,170,91,130
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18471001,300,-9999,1125,0,183,-67,105,31,68
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18471101,178,-9999,812,0,144,-128,61,8,34
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18471201,152,-9999,476,174,100,-178,6,-45,-20
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18480101,-9999,-9999,-9999,-9999,106,-228,6,-59,-27
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18480201,-9999,-9999,-9999,-9999,83,-178,6,-65,-29
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18480301,-9999,-9999,-9999,-9999,150,-178,13,-56,-22
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18480401,-9999,-9999,-9999,-9999,183,-50,97,1,49
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18480501,112,-9999,636,0,256,-6,172,70,121
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18480601,193,-9999,473,0,333,28,219,109,164
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18480701,79,-9999,486,0,278,67,227,132,179
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18480801,117,-9999,224,0,306,94,246,145,196
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18480901,157,-9999,791,0,267,-22,171,73,122
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18481001,91,-9999,400,0,167,-39,110,41,76
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18481101,234,-9999,554,35,94,-89,34,-17,9
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18481201,325,-9999,1122,420,94,-183,16,-46,-15
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18490101,208,-9999,533,234,44,-256,-41,-105,-73
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18490201,152,-9999,549,488,22,-233,-45,-106,-75
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18490301,287,-9999,450,59,117,-94,36,-28,4
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18490401,173,-9999,725,43,222,-89,72,-6,33
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18490501,267,-9999,1307,0,222,-22,126,51,88
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18490601,251,-9999,513,0,289,17,214,121,167
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18490701,516,-9999,869,0,317,83,248,138,193
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18490801,267,-9999,1266,0,261,72,232,132,182
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18490901,114,-9999,382,0,267,6,186,97,141
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18491001,803,-9999,1520,0,150,-22,113,40,76
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18491101,185,-9999,744,25,133,-44,81,31,56
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18491201,76,-9999,462,245,50,-217,-9,-63,-36
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18500101,91,-9999,452,132,78,-122,13,-51,-19
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18500201,457,-9999,905,588,100,-167,3,-83,-40
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18500301,124,-9999,476,286,83,-139,24,-57,-17
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18500401,597,-9999,1229,28,189,-78,77,-12,33
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18500501,69,-9999,140,0,256,-22,153,43,98
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18500601,384,-9999,857,0,300,11,235,112,173
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18500701,699,-9999,1345,0,300,111,258,157,207
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18500801,533,-9999,1110,0,294,50,238,142,190
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18500901,109,-9999,446,0,244,-11,184,72,128
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18501001,163,-9999,532,0,194,-56,114,15,65
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18501101,361,-9999,751,0,172,-117,72,-14,29
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18501201,117,-9999,800,751,94,-228,-23,-89,-56
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18510101,150,-9999,524,198,61,-250,-6,-83,-45
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18510201,145,-9999,726,61,100,-167,2,-54,-26
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18510301,239,-9999,420,224,150,-111,39,-32,4
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18510401,165,-9999,620,30,150,-33,85,14,49
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18510501,201,-9999,768,13,228,-22,151,62,107
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18510601,277,-9999,692,0,261,28,196,105,150
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18510701,295,-9999,929,0,283,83,224,144,184
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18510801,99,-9999,350,0,267,56,220,125,173
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18510901,155,-9999,678,0,300,0,196,101,148
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18511001,81,-9999,437,8,189,-39,125,48,86
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18511101,704,-9999,1160,171,100,-100,26,-27,0
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18511201,140,-9999,552,274,67,-261,-29,-96,-63
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18520101,165,-9999,860,860,28,-239,-50,-111,-80
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18520201,203,-9999,574,409,50,-211,-15,-89,-52
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18520301,216,-9999,1280,537,72,-211,4,-74,-35
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18520401,262,-9999,746,239,122,-67,60,0,30
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18520501,140,-9999,289,0,228,0,153,59,106
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18520601,160,-9999,810,0,300,28,208,108,158
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18520701,472,-9999,1024,0,322,94,239,136,188
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18520801,269,-9999,693,0,272,78,226,138,182
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18520901,295,-9999,927,0,278,22,183,84,133
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18521001,465,-9999,1347,0,217,-44,131,44,87
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18521101,145,-9999,505,50,100,-78,43,-11,16
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18521201,305,-9999,1528,511,106,-106,26,-30,-2
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18530101,102,-9999,265,191,50,-233,-16,-95,-56
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18530201,152,-9999,584,321,61,-183,-13,-92,-53
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18530301,114,-9999,456,181,133,-178,26,-56,-15
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18530401,183,-9999,696,25,189,-39,89,10,49
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18530501,356,-9999,1138,0,256,0,137,59,98
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18530601,229,-9999,400,0,322,39,234,124,179
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18530701,122,-9999,236,0,328,56,251,118,184
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18530801,259,-9999,659,0,350,61,259,140,199
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18530901,505,-9999,1308,0,300,11,200,97,148
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18531001,89,-9999,227,0,183,-50,119,5,62
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18531101,147,-9999,690,68,133,-106,67,-5,31
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18531201,165,-9999,725,567,78,-222,-4,-82,-43
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18540101,124,-9999,514,190,78,-206,-15,-103,-59
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18540201,175,-9999,832,457,61,-239,-13,-127,-70
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18540301,224,-9999,692,71,128,-139,25,-50,-13
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18540401,213,-9999,756,69,183,-67,88,-7,40
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18540501,234,-9999,1190,0,222,-39,166,33,99
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18540601,163,-9999,379,0,339,17,237,99,168
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18540701,290,-9999,1231,0,361,61,293,147,220
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18540801,53,-9999,119,0,378,78,271,130,200
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18540901,434,-9999,1376,0,344,22,226,95,161
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18541001,119,-9999,393,0,244,-33,149,52,101
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18541101,81,-9999,339,33,128,-100,56,-21,17
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18541201,89,-9999,629,438,72,-217,-14,-97,-56
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18550101,178,-9999,728,593,94,-206,3,-81,-39
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18550201,434,-9999,1006,554,39,-317,-50,-151,-100
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18550301,173,-9999,843,461,94,-194,25,-69,-22
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18550401,178,-9999,566,42,206,-117,116,1,58
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18550501,262,-9999,676,23,256,6,186,52,119
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18550601,224,-9999,1047,0,333,22,205,104,155
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18550701,307,-9999,836,0,339,94,248,156,202
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18550801,157,-9999,375,0,289,44,237,123,180
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18550901,645,-9999,1431,0,283,6,203,100,152
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18551001,130,-9999,679,21,200,-50,115,14,65
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18551101,284,-9999,1245,77,150,-89,75,-18,28
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18551201,381,-9999,1225,750,83,-206,5,-73,-34
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18560101,112,-9999,346,346,11,-244,-52,-144,-98
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18560201,127,-9999,248,248,33,-283,-44,-159,-101
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18560301,114,-9999,410,410,50,-256,-8,-106,-57
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18560401,180,-9999,719,3,222,-100,103,8,55
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18560501,544,-9999,1174,0,278,-6,153,48,101
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18560601,330,-9999,822,0,317,56,220,113,167
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18560701,104,-9999,292,0,361,100,268,151,209
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18560801,188,-9999,429,0,283,56,232,117,174
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18560901,305,-9999,1052,0,256,17,193,76,134
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18561001,94,-9999,232,3,217,-50,122,18,70
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18561101,107,-9999,601,243,133,-72,61,-18,22
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18561201,218,-9999,872,415,56,-228,-18,-91,-54
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18570101,140,-9999,555,555,28,-289,-69,-173,-121
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18570201,411,-9999,1077,298,111,-211,21,-64,-22
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18570301,76,-9999,374,288,144,-211,19,-79,-30
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18570401,208,-9999,778,329,111,-144,64,-26,19
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18570501,351,-9999,1064,0,239,-33,140,47,93
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18570601,272,-9999,1301,0,244,17,186,95,141
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18570701,320,-9999,890,0,306,83,249,152,201
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18570801,282,-9999,1343,0,311,78,236,128,182
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18570901,307,-9999,675,0,278,11,197,90,144
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18571001,99,-9999,274,5,178,-28,111,31,71
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18571101,259,-9999,1010,177,144,-200,44,-30,7
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18571201,269,-9999,1050,230,78,-150,22,-43,-11
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18580101,132,-9999,399,102,83,-139,18,-45,-14
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18580201,152,-9999,679,679,56,-217,-44,-117,-80
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18580301,79,-9999,241,5,128,-211,28,-56,-14
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18580401,160,-9999,429,3,183,-56,91,13,52
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18580501,404,-9999,1621,0,211,-6,132,54,93
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18580601,201,-9999,755,0,322,61,234,137,185
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18580701,330,-9999,785,0,294,111,242,156,199
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18580801,259,-9999,994,0,289,67,240,152,196
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18580901,81,-9999,191,0,272,22,198,105,151
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18581001,127,-9999,464,0,244,0,133,64,98
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18581101,249,-9999,1091,102,117,-94,33,-10,11
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18581201,145,-9999,688,264,72,-156,7,-59,-26
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18590101,226,-9999,790,419,61,-328,-8,-74,-41
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18590201,74,-9999,331,212,78,-167,-1,-68,-34
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18590301,414,-9999,1067,26,122,-122,56,-8,24
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18590401,292,-9999,679,32,183,-50,81,6,43
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18590501,241,-9999,876,0,267,44,174,84,129
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18590601,401,-9999,1045,0,300,0,194,99,147
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18590701,224,-9999,665,0,311,72,237,151,194
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18590801,422,-9999,1019,0,278,78,238,153,196
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18590901,302,-9999,905,0,239,22,170,97,133
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18591001,102,-9999,242,0,211,-56,103,29,66
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18591101,373,-9999,1339,16,172,-56,67,5,36
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18591201,287,-9999,1217,953,128,-211,-37,-106,-72
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18600101,89,-9999,411,223,78,-217,-12,-80,-46
GHCND:CA006158350,TORONTO CA,113,43.6667,-79.4,18600201,229,-9999,822,479,100,-228,-14,-92,-53
